phrase,model,temperature,repetition_penalty,top_p,avg_bleu,avg_rougel,avg_semantic_similarity,diversity_between_paraphrases,success,error
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,4.0,0.85,0.5109554403753113,0.4677477477477477,0.8577033638954162,0.9147838009005079,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,4.0,0.95,0.6348400535373026,0.7100965759438104,0.8671715140342713,0.8893474318372286,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,1.0,0.75,0.7566102819839797,0.9364081062194269,0.9391135573387146,0.8910604669585792,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,1.0,0.85,0.7566102819839797,0.9364081062194269,0.9391135573387146,0.8910604669585792,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,1.0,0.95,0.7391383282454105,0.9323549965059399,0.9347065925598145,0.879659926481976,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,2.0,0.75,0.741867405982127,0.90640332487403,0.9186422824859619,0.8490443981452003,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,2.0,0.85,0.741867405982127,0.90640332487403,0.9186422824859619,0.8490443981452003,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,2.0,0.95,0.7696004768577993,0.9364081062194269,0.9416870594024658,0.9368519988388186,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,3.0,0.75,0.7456527792078204,0.9295470427545899,0.9347990989685059,0.8636986418145767,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,3.0,0.85,0.7298117956014376,0.9226859792897528,0.9274892330169677,0.8556289491680777,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,3.0,0.95,0.7537594932514167,0.9295470427545899,0.9347816348075867,0.8724900504088391,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,4.0,0.75,0.6926598397758565,0.9071977638015374,0.9267045617103576,0.8518192949483325,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,4.0,0.85,0.6926598397758565,0.9071977638015374,0.9267045617103576,0.8518192949483325,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.25,4.0,0.95,0.7330051819276138,0.9157600500202288,0.9282099604606628,0.8378223870174404,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,1.0,0.75,0.7566102819839797,0.9364081062194269,0.9391135573387146,0.8910604669585792,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,1.0,0.85,0.7391383282454105,0.9323549965059399,0.9347065925598145,0.879659926481976,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,1.0,0.95,0.7531625361950671,0.9399021663172608,0.938983929157257,0.9062939031416206,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,2.0,0.75,0.7800879062801707,0.9364081062194269,0.9489064335823059,0.9477256595483065,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,2.0,0.85,0.7800879062801707,0.9364081062194269,0.9489064335823059,0.9477256595483065,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,2.0,0.95,0.7921736860077231,0.9399021663172606,0.9539742946624756,0.9209178327004576,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,3.0,0.75,0.7596112566362503,0.9330411028524235,0.9425742268562317,0.879277755152485,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,3.0,0.85,0.7596112566362503,0.9330411028524235,0.9425742268562317,0.879277755152485,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,3.0,0.95,0.7722178630272485,0.9062117128154863,0.9239611744880676,0.86610525573213,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,4.0,0.75,0.7486993585770996,0.9290006988120195,0.9439049363136292,0.8826104619168458,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,4.0,0.85,0.7488252486426447,0.9255066387141859,0.940912663936615,0.8764717335224026,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.5,4.0,0.95,0.7685157886352714,0.8961038961038961,0.9194408059120178,0.9241546383795705,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,1.0,0.75,0.7391383282454105,0.9323549965059399,0.9347065925598145,0.879659926481976,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,1.0,0.85,0.7391383282454105,0.9323549965059399,0.9347065925598145,0.879659926481976,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,1.0,0.95,0.7531625361950671,0.9399021663172608,0.938983929157257,0.9062939031416206,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,2.0,0.75,0.7486090399084253,0.9364081062194269,0.9381808519363404,0.9029350845292266,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,2.0,0.85,0.7800879062801707,0.9364081062194269,0.9489064335823059,0.9476270083482164,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,2.0,0.95,0.7799620162146257,0.9399021663172606,0.9489042162895203,0.9055367626015451,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,3.0,0.75,0.7799620162146256,0.9364081062194269,0.949119758605957,0.9538826276942487,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,3.0,0.85,0.7683813660503467,0.8928571428571429,0.9174791932106018,0.9336141142192235,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,3.0,0.95,0.792047795942178,0.9399021663172606,0.9541876196861268,0.9241772846304853,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,4.0,0.75,0.7800739444516982,0.9364081062194269,0.9490950703620911,0.9364277549502006,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,4.0,0.85,0.7685157886352714,0.8961038961038961,0.9179662585258483,0.9349985730208367,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,0.75,4.0,0.95,0.7800739444516982,0.9364081062194269,0.9469873070716858,0.9364277549502006,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,1.0,0.75,0.7391383282454105,0.9323549965059399,0.9347065925598145,0.879659926481976,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,1.0,0.85,0.7531625361950671,0.9399021663172608,0.938983929157257,0.9062939031416206,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,1.0,0.95,0.7531625361950671,0.9399021663172608,0.938983929157257,0.9062939031416206,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,2.0,0.75,0.7800739444516982,0.9364081062194269,0.9461941123008728,0.888390240191368,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,2.0,0.85,0.7563041844724573,0.9399021663172608,0.9429039835929871,0.9259449021932429,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,2.0,0.95,0.7921597241792506,0.9399021663172606,0.9541629314422607,0.9098047770192151,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,3.0,0.75,0.7722263955466281,0.9094584660622397,0.9269322037696839,0.8878621642509847,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,3.0,0.85,0.7921736860077231,0.9399021663172606,0.9530677437782288,0.9209178327004576,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,3.0,0.95,0.7732994306398556,0.9062117128154863,0.9258122682571411,0.86991800376348,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,4.0,0.75,0.7723657318445308,0.9127052193089928,0.926335620880127,0.8764843869143046,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,4.0,0.85,0.7675686436075889,0.8993506493506495,0.9169934153556824,0.9327698815410178,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",Vamsi/T5_Paraphrase_Paws,1.0,4.0,0.95,0.7799620162146256,0.9329140461215933,0.9488157868385315,0.9536875300453387,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,1.0,0.75,0.8341078570170841,0.9369458128078818,0.9583898663520813,0.8747388095258873,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,1.0,0.85,0.8341078570170841,0.9369458128078818,0.9583898663520813,0.8747388095258873,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,1.0,0.95,0.8341078570170841,0.9369458128078818,0.9583898663520813,0.8747388095258873,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,2.0,0.75,0.8768654283949806,0.9638844586213008,0.9775149106979371,0.874268634444767,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,2.0,0.85,0.8768654283949806,0.9638844586213008,0.9775149106979371,0.874268634444767,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,2.0,0.95,0.8597441432873241,0.9715399610136453,0.9780982851982116,0.8459878605442869,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,3.0,0.75,0.8768654283949806,0.9638844586213008,0.9775149106979371,0.874268634444767,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,3.0,0.85,0.8768654283949806,0.9638844586213008,0.9775149106979371,0.874268634444767,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,3.0,0.95,0.8631632183811202,0.978042328042328,0.9816091299057007,0.8561247532421863,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,4.0,0.75,0.87946473205103,0.9784299131667552,0.9779486656188965,0.9155388173451439,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,4.0,0.85,0.87946473205103,0.9784299131667552,0.9779486656188965,0.9155388173451439,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.25,4.0,0.95,0.8631632183811202,0.978042328042328,0.9816091299057007,0.8561247532421863,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,1.0,0.75,0.8341078570170841,0.9369458128078818,0.9583898663520813,0.8747388095258873,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,1.0,0.85,0.8436429023758704,0.9471091521908219,0.9613410234451294,0.8817190628512245,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,1.0,0.95,0.8436429023758704,0.9471091521908219,0.9613410234451294,0.8817190628512245,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,2.0,0.75,0.8578902691122862,0.9533581428318272,0.9722075700759888,0.8584961505584008,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,2.0,0.85,0.8697216654095976,0.9672679172679173,0.9805576801300049,0.8417509882253998,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,2.0,0.95,0.861686944245083,0.9715399610136453,0.9763739228248596,0.8621117397274384,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,3.0,0.75,0.8604895727683355,0.9712870560238981,0.9740697622299195,0.8968289389129793,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,3.0,0.85,0.8697216654095976,0.9672679172679173,0.9805576801300049,0.8417509882253998,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,3.0,0.95,0.8631632183811202,0.978042328042328,0.9816091299057007,0.8561247532421863,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,4.0,0.75,0.8604895727683355,0.9712870560238981,0.9740697622299195,0.8968289389129793,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,4.0,0.85,0.8631632183811202,0.978042328042328,0.9816091299057007,0.8561247532421863,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.5,4.0,0.95,0.8631632183811202,0.978042328042328,0.9816091299057007,0.8561247532421863,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,1.0,0.75,0.8298369118018589,0.9338086595799844,0.9570236444473267,0.8673140474221134,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,1.0,0.85,0.8537264642580296,0.957265892002734,0.9661141991615295,0.8806078478187466,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,1.0,0.95,0.8603862210793297,0.9682848186296462,0.9672396183013916,0.8427233286532095,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,2.0,0.75,0.8654017327170026,0.9638844586213008,0.9789840459823609,0.8330867921952286,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,2.0,0.85,0.861686944245083,0.9715399610136453,0.9763739228248596,0.8621117397274384,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,2.0,0.95,0.8597441432873241,0.9715399610136453,0.9780982851982116,0.8459878605442869,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,3.0,0.75,0.8697216654095976,0.9672679172679173,0.9805576801300049,0.8417509882253998,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,3.0,0.85,0.8631632183811202,0.978042328042328,0.9816091299057007,0.8561247532421863,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,3.0,0.95,0.8631632183811202,0.978042328042328,0.9816091299057007,0.8561247532421863,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,4.0,0.75,0.8694773105090892,0.9815488215488214,0.9832245707511902,0.8720102402406772,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,4.0,0.85,0.8631632183811202,0.978042328042328,0.9816091299057007,0.8561247532421863,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,0.75,4.0,0.95,0.8694773105090892,0.9815488215488214,0.9832245707511902,0.8720102402406772,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,1.0,0.75,0.862618061658565,0.9576354679802958,0.968139362335205,0.8659851533645229,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,1.0,0.85,0.8722176173766412,0.9820779220779221,0.9761177778244019,0.837288746462524,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,1.0,0.95,0.8704697829614888,0.9784415584415586,0.9714578151702881,0.8606062236963175,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,2.0,0.75,0.861686944245083,0.9715399610136453,0.9763739228248596,0.8621117397274384,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,2.0,0.85,0.8654017327170026,0.9638844586213008,0.9789840459823609,0.8330867921952286,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,2.0,0.95,0.8597441432873241,0.9715399610136453,0.9780982851982116,0.8459878605442869,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,3.0,0.75,0.8697216654095976,0.9672679172679173,0.9802662253379821,0.8417509882253998,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,3.0,0.85,0.8631632183811202,0.978042328042328,0.9816091299057007,0.8561247532421863,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,3.0,0.95,0.8654017327170026,0.9638844586213008,0.9789840459823609,0.8330867921952286,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,4.0,0.75,0.8640640759799192,0.9749234196602619,0.9796719193458557,0.8494820506734033,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,4.0,0.85,0.86687800685304,0.967003367003367,0.982499361038208,0.8479396497372033,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",facebook/bart-base,1.0,4.0,0.95,0.8654017327170026,0.9638844586213008,0.9789840459823609,0.8330867921952286,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,1.0,0.75,0.5280125975715111,0.7058823529411765,0.8877678513526917,0.9180796861076604,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,1.0,0.85,0.49830674717380685,0.6335141329258976,0.8556770324707031,0.7674894965806527,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,1.0,0.95,0.49634127846917453,0.6181818181818182,0.8495048642158508,0.9071071416718046,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,2.0,0.75,0.5552893170118419,0.6419949347360218,0.8943666338920593,0.8505838372523031,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,2.0,0.85,0.5552893170118419,0.6419949347360218,0.8943666338920593,0.8505838372523031,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,2.0,0.95,0.554515079084885,0.6398480420806546,0.8982177615165711,0.8634613512595009,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,3.0,0.75,0.5692273914862238,0.6442158581726086,0.9064895153045655,0.8434647850576106,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,3.0,0.85,0.5692273914862238,0.6442158581726086,0.9064895153045655,0.8434647850576106,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,3.0,0.95,0.5692273914862238,0.6442158581726086,0.9064895153045655,0.8434647850576106,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,4.0,0.75,0.6037968709260798,0.6959486710114722,0.902564811706543,0.6204569345371365,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,4.0,0.85,0.6037968709260798,0.6959486710114722,0.902564811706543,0.6204569345371365,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.25,4.0,0.95,0.6037968709260798,0.6959486710114722,0.902564811706543,0.6204569345371365,True,
